id,pid,value,date,sys
1916896,Zong,43,"2022-08-11 14:25:44.625","2022-08-11 14:25:44.628"
1916897,Zong,35,"2022-08-11 14:25:44.655","2022-08-11 14:25:44.660"
1916897,Zong,31,"2022-08-11 14:25:44.655","2022-08-11 14:25:44.660"
1916898,Zong,31,"2022-08-11 14:25:44.716","2022-08-11 14:25:44.720"
1916898,Zong,36,"2022-08-11 14:25:44.716","2022-08-11 14:25:44.720"
1916899,Zong,44,"2022-08-11 14:25:44.745","2022-08-11 14:25:44.750"
1916899,Zong,46,"2022-08-11 14:25:44.745","2022-08-11 14:25:44.750"
1916900,Zong,51,"2022-08-11 14:25:44.788","2022-08-11 14:25:44.791"
1916900,Zong,51,"2022-08-11 14:25:44.788","2022-08-11 14:25:44.791"
1916901,Zong,77,"2022-08-11 14:25:44.835","2022-08-11 14:25:44.841"
1916901,Zong,77,"2022-08-11 14:25:44.835","2022-08-11 14:25:44.841"
1916902,Zong,113,"2022-08-11 14:25:44.871","2022-08-11 14:25:44.875"
1916902,Zong,113,"2022-08-11 14:25:44.871","2022-08-11 14:25:44.875"
1916903,Zong,127,"2022-08-11 14:25:44.895","2022-08-11 14:25:44.899"
1916903,Zong,125,"2022-08-11 14:25:44.895","2022-08-11 14:25:44.899"
1916904,Zong,105,"2022-08-11 14:25:44.955","2022-08-11 14:25:44.961"
1916904,Zong,105,"2022-08-11 14:25:44.955","2022-08-11 14:25:44.961"
1916905,Zong,95,"2022-08-11 14:25:44.985","2022-08-11 14:25:45.001"
1916905,Zong,85,"2022-08-11 14:25:44.985","2022-08-11 14:25:45.001"
1916906,Zong,76,"2022-08-11 14:25:45.016","2022-08-11 14:25:45.020"
1916906,Zong,71,"2022-08-11 14:25:45.016","2022-08-11 14:25:45.020"
1916907,Zong,67,"2022-08-11 14:25:45.082","2022-08-11 14:25:45.086"
1916907,Zong,64,"2022-08-11 14:25:45.082","2022-08-11 14:25:45.086"
1916908,Zong,63,"2022-08-11 14:25:45.105","2022-08-11 14:25:45.108"
1916908,Zong,61,"2022-08-11 14:25:45.105","2022-08-11 14:25:45.108"
1916909,Zong,59,"2022-08-11 14:25:45.139","2022-08-11 14:25:45.147"
1916909,Zong,55,"2022-08-11 14:25:45.139","2022-08-11 14:25:45.147"
1916910,Zong,50,"2022-08-11 14:25:45.197","2022-08-11 14:25:45.200"
1916910,Zong,45,"2022-08-11 14:25:45.197","2022-08-11 14:25:45.200"
1916911,Zong,40,"2022-08-11 14:25:45.224","2022-08-11 14:25:45.232"
1916911,Zong,34,"2022-08-11 14:25:45.224","2022-08-11 14:25:45.232"
1916912,Zong,27,"2022-08-11 14:25:45.254","2022-08-11 14:25:45.257"
1916912,Zong,21,"2022-08-11 14:25:45.254","2022-08-11 14:25:45.257"
1916913,Zong,15,"2022-08-11 14:25:45.316","2022-08-11 14:25:45.321"
1916913,Zong,8,"2022-08-11 14:25:45.316","2022-08-11 14:25:45.321"
1916914,Zong,14,"2022-08-11 14:25:45.435","2022-08-11 14:25:45.439"
1916914,Zong,14,"2022-08-11 14:25:45.435","2022-08-11 14:25:45.439"
1916915,Zong,53,"2022-08-11 14:25:45.465","2022-08-11 14:25:45.468"
1916915,Zong,53,"2022-08-11 14:25:45.465","2022-08-11 14:25:45.468"
1916916,Zong,84,"2022-08-11 14:25:45.499","2022-08-11 14:25:45.503"
1916916,Zong,87,"2022-08-11 14:25:45.499","2022-08-11 14:25:45.503"
1916917,Zong,85,"2022-08-11 14:25:45.555","2022-08-11 14:25:45.559"
1916917,Zong,79,"2022-08-11 14:25:45.555","2022-08-11 14:25:45.559"
1916918,Zong,72,"2022-08-11 14:25:45.588","2022-08-11 14:25:45.599"
1916918,Zong,64,"2022-08-11 14:25:45.588","2022-08-11 14:25:45.599"
1916919,Zong,57,"2022-08-11 14:25:45.616","2022-08-11 14:25:45.622"
1916919,Zong,52,"2022-08-11 14:25:45.616","2022-08-11 14:25:45.622"
1916920,Zong,48,"2022-08-11 14:25:45.675","2022-08-11 14:25:45.679"
1916920,Zong,46,"2022-08-11 14:25:45.675","2022-08-11 14:25:45.679"
1916921,Zong,47,"2022-08-11 14:25:45.716","2022-08-11 14:25:45.720"
1916921,Zong,49,"2022-08-11 14:25:45.716","2022-08-11 14:25:45.720"
1916922,Zong,50,"2022-08-11 14:25:45.736","2022-08-11 14:25:45.739"
1916922,Zong,49,"2022-08-11 14:25:45.736","2022-08-11 14:25:45.739"
1916923,Zong,47,"2022-08-11 14:25:45.797","2022-08-11 14:25:45.801"
1916923,Zong,43,"2022-08-11 14:25:45.797","2022-08-11 14:25:45.801"
1916924,Zong,38,"2022-08-11 14:25:45.825","2022-08-11 14:25:45.828"
1916924,Zong,33,"2022-08-11 14:25:45.825","2022-08-11 14:25:45.828"
1916925,Zong,28,"2022-08-11 14:25:45.856","2022-08-11 14:25:45.860"
1916925,Zong,23,"2022-08-11 14:25:45.856","2022-08-11 14:25:45.860"
1916926,Zong,17,"2022-08-11 14:25:45.916","2022-08-11 14:25:45.921"
1916926,Zong,12,"2022-08-11 14:25:45.916","2022-08-11 14:25:45.921"
1916927,Zong,7,"2022-08-11 14:25:45.945","2022-08-11 14:25:45.949"
1916927,Zong,2,"2022-08-11 14:25:45.945","2022-08-11 14:25:45.949"
1916928,Zong,20,"2022-08-11 14:25:46.035","2022-08-11 14:25:46.039"
1916928,Zong,20,"2022-08-11 14:25:46.035","2022-08-11 14:25:46.039"
1916929,Zong,63,"2022-08-11 14:25:46.065","2022-08-11 14:25:46.068"
1916929,Zong,63,"2022-08-11 14:25:46.065","2022-08-11 14:25:46.068"
1916930,Zong,98,"2022-08-11 14:25:46.095","2022-08-11 14:25:46.099"
1916930,Zong,103,"2022-08-11 14:25:46.095","2022-08-11 14:25:46.099"
1916931,Zong,104,"2022-08-11 14:25:46.155","2022-08-11 14:25:46.158"
1916931,Zong,100,"2022-08-11 14:25:46.155","2022-08-11 14:25:46.158"
1916932,Zong,93,"2022-08-11 14:25:46.188","2022-08-11 14:25:46.196"
1916932,Zong,85,"2022-08-11 14:25:46.188","2022-08-11 14:25:46.196"
1916933,Zong,77,"2022-08-11 14:25:46.215","2022-08-11 14:25:46.218"
1916933,Zong,70,"2022-08-11 14:25:46.215","2022-08-11 14:25:46.218"
1916934,Zong,63,"2022-08-11 14:25:46.275","2022-08-11 14:25:46.279"
1916934,Zong,60,"2022-08-11 14:25:46.275","2022-08-11 14:25:46.279"
1916935,Zong,58,"2022-08-11 14:25:46.305","2022-08-11 14:25:46.308"
1916935,Zong,57,"2022-08-11 14:25:46.305","2022-08-11 14:25:46.308"
1916936,Zong,56,"2022-08-11 14:25:46.335","2022-08-11 14:25:46.338"
1916936,Zong,53,"2022-08-11 14:25:46.335","2022-08-11 14:25:46.338"
1916937,Zong,50,"2022-08-11 14:25:46.395","2022-08-11 14:25:46.398"
1916937,Zong,45,"2022-08-11 14:25:46.395","2022-08-11 14:25:46.398"
1916938,Zong,41,"2022-08-11 14:25:46.428","2022-08-11 14:25:46.432"
1916938,Zong,37,"2022-08-11 14:25:46.428","2022-08-11 14:25:46.432"
1916939,Zong,34,"2022-08-11 14:25:46.455","2022-08-11 14:25:46.459"
1916939,Zong,33,"2022-08-11 14:25:46.455","2022-08-11 14:25:46.459"
1916940,Zong,33,"2022-08-11 14:25:46.516","2022-08-11 14:25:46.521"
1916940,Zong,33,"2022-08-11 14:25:46.516","2022-08-11 14:25:46.521"
1916941,Zong,35,"2022-08-11 14:25:46.544","2022-08-11 14:25:46.548"
1916941,Zong,42,"2022-08-11 14:25:46.544","2022-08-11 14:25:46.548"
1916942,Zong,55,"2022-08-11 14:25:46.574","2022-08-11 14:25:46.578"
1916942,Zong,55,"2022-08-11 14:25:46.574","2022-08-11 14:25:46.578"
1916943,Zong,81,"2022-08-11 14:25:46.635","2022-08-11 14:25:46.652"
1916943,Zong,81,"2022-08-11 14:25:46.635","2022-08-11 14:25:46.652"
1916944,Zong,102,"2022-08-11 14:25:46.666","2022-08-11 14:25:46.670"
1916944,Zong,105,"2022-08-11 14:25:46.666","2022-08-11 14:25:46.670"
1916945,Zong,103,"2022-08-11 14:25:46.696","2022-08-11 14:25:46.699"
1916945,Zong,98,"2022-08-11 14:25:46.696","2022-08-11 14:25:46.699"
1916946,Zong,92,"2022-08-11 14:25:46.755","2022-08-11 14:25:46.759"
1916946,Zong,86,"2022-08-11 14:25:46.755","2022-08-11 14:25:46.759"
1916947,Zong,79,"2022-08-11 14:25:46.789","2022-08-11 14:25:46.792"
1916947,Zong,73,"2022-08-11 14:25:46.789","2022-08-11 14:25:46.792"
1916948,Zong,67,"2022-08-11 14:25:46.816","2022-08-11 14:25:46.821"
1916948,Zong,62,"2022-08-11 14:25:46.816","2022-08-11 14:25:46.821"
1916949,Zong,59,"2022-08-11 14:25:46.875","2022-08-11 14:25:46.879"
1916949,Zong,57,"2022-08-11 14:25:46.875","2022-08-11 14:25:46.879"
1916950,Zong,56,"2022-08-11 14:25:46.908","2022-08-11 14:25:46.913"
1916950,Zong,54,"2022-08-11 14:25:46.908","2022-08-11 14:25:46.913"
1916951,Zong,52,"2022-08-11 14:25:46.938","2022-08-11 14:25:46.943"
1916951,Zong,49,"2022-08-11 14:25:46.938","2022-08-11 14:25:46.943"
1916952,Zong,46,"2022-08-11 14:25:46.995","2022-08-11 14:25:47.000"
1916952,Zong,43,"2022-08-11 14:25:46.995","2022-08-11 14:25:47.000"
1916953,Zong,40,"2022-08-11 14:25:47.048","2022-08-11 14:25:47.051"
1916953,Zong,38,"2022-08-11 14:25:47.048","2022-08-11 14:25:47.051"
1916954,Zong,36,"2022-08-11 14:25:47.055","2022-08-11 14:25:47.058"
1916954,Zong,34,"2022-08-11 14:25:47.055","2022-08-11 14:25:47.058"
1916955,Zong,32,"2022-08-11 14:25:47.115","2022-08-11 14:25:47.120"
1916955,Zong,33,"2022-08-11 14:25:47.115","2022-08-11 14:25:47.120"
1916956,Zong,38,"2022-08-11 14:25:47.145","2022-08-11 14:25:47.148"
1916956,Zong,48,"2022-08-11 14:25:47.145","2022-08-11 14:25:47.148"
1916957,Zong,60,"2022-08-11 14:25:47.175","2022-08-11 14:25:47.178"
1916957,Zong,60,"2022-08-11 14:25:47.175","2022-08-11 14:25:47.178"
1916958,Zong,92,"2022-08-11 14:25:47.238","2022-08-11 14:25:47.243"
1916958,Zong,92,"2022-08-11 14:25:47.238","2022-08-11 14:25:47.243"
1916959,Zong,93,"2022-08-11 14:25:47.266","2022-08-11 14:25:47.274"
1916959,Zong,90,"2022-08-11 14:25:47.266","2022-08-11 14:25:47.274"
1916960,Zong,85,"2022-08-11 14:25:47.296","2022-08-11 14:25:47.300"
1916960,Zong,79,"2022-08-11 14:25:47.296","2022-08-11 14:25:47.300"
1916961,Zong,73,"2022-08-11 14:25:47.365","2022-08-11 14:25:47.385"
1916961,Zong,67,"2022-08-11 14:25:47.365","2022-08-11 14:25:47.385"
1916962,Zong,61,"2022-08-11 14:25:47.385","2022-08-11 14:25:47.392"
1916962,Zong,57,"2022-08-11 14:25:47.385","2022-08-11 14:25:47.392"
1916963,Zong,54,"2022-08-11 14:25:47.416","2022-08-11 14:25:47.420"
1916963,Zong,52,"2022-08-11 14:25:47.416","2022-08-11 14:25:47.420"
1916964,Zong,52,"2022-08-11 14:25:47.475","2022-08-11 14:25:47.479"
1916964,Zong,51,"2022-08-11 14:25:47.475","2022-08-11 14:25:47.479"
1916965,Zong,50,"2022-08-11 14:25:47.504","2022-08-11 14:25:47.508"
1916965,Zong,47,"2022-08-11 14:25:47.504","2022-08-11 14:25:47.508"
1916966,Zong,45,"2022-08-11 14:25:47.538","2022-08-11 14:25:47.543"
1916966,Zong,42,"2022-08-11 14:25:47.538","2022-08-11 14:25:47.543"
1916967,Zong,39,"2022-08-11 14:25:47.595","2022-08-11 14:25:47.609"
1916967,Zong,36,"2022-08-11 14:25:47.595","2022-08-11 14:25:47.609"
1916968,Zong,33,"2022-08-11 14:25:47.625","2022-08-11 14:25:47.629"
1916968,Zong,31,"2022-08-11 14:25:47.625","2022-08-11 14:25:47.629"
1916969,Zong,29,"2022-08-11 14:25:47.655","2022-08-11 14:25:47.685"
1916969,Zong,27,"2022-08-11 14:25:47.655","2022-08-11 14:25:47.685"
1916970,Zong,26,"2022-08-11 14:25:47.716","2022-08-11 14:25:47.720"
1916970,Zong,26,"2022-08-11 14:25:47.716","2022-08-11 14:25:47.720"
1916971,Zong,30,"2022-08-11 14:25:47.746","2022-08-11 14:25:47.749"
1916971,Zong,38,"2022-08-11 14:25:47.746","2022-08-11 14:25:47.749"
1916972,Zong,49,"2022-08-11 14:25:47.775","2022-08-11 14:25:47.778"
1916972,Zong,49,"2022-08-11 14:25:47.775","2022-08-11 14:25:47.778"
1916973,Zong,80,"2022-08-11 14:25:47.838","2022-08-11 14:25:47.842"
1916973,Zong,80,"2022-08-11 14:25:47.838","2022-08-11 14:25:47.842"
1916974,Zong,82,"2022-08-11 14:25:47.868","2022-08-11 14:25:47.872"
1916974,Zong,80,"2022-08-11 14:25:47.868","2022-08-11 14:25:47.872"
1916975,Zong,76,"2022-08-11 14:25:47.895","2022-08-11 14:25:47.898"
1916975,Zong,71,"2022-08-11 14:25:47.895","2022-08-11 14:25:47.898"
1916976,Zong,66,"2022-08-11 14:25:47.955","2022-08-11 14:25:47.991"
1916976,Zong,61,"2022-08-11 14:25:47.955","2022-08-11 14:25:47.991"
1916977,Zong,57,"2022-08-11 14:25:47.988","2022-08-11 14:25:47.993"
1916977,Zong,53,"2022-08-11 14:25:47.988","2022-08-11 14:25:47.993"
1916978,Zong,50,"2022-08-11 14:25:48.015","2022-08-11 14:25:48.020"
1916978,Zong,49,"2022-08-11 14:25:48.015","2022-08-11 14:25:48.020"
1916979,Zong,47,"2022-08-11 14:25:48.085","2022-08-11 14:25:48.090"
1916979,Zong,46,"2022-08-11 14:25:48.085","2022-08-11 14:25:48.090"
1916980,Zong,44,"2022-08-11 14:25:48.104","2022-08-11 14:25:48.109"
1916980,Zong,42,"2022-08-11 14:25:48.104","2022-08-11 14:25:48.109"
1916981,Zong,39,"2022-08-11 14:25:48.134","2022-08-11 14:25:48.138"
1916981,Zong,36,"2022-08-11 14:25:48.134","2022-08-11 14:25:48.138"
1916982,Zong,33,"2022-08-11 14:25:48.195","2022-08-11 14:25:48.201"
1916982,Zong,31,"2022-08-11 14:25:48.195","2022-08-11 14:25:48.201"
1916983,Zong,28,"2022-08-11 14:25:48.226","2022-08-11 14:25:48.233"
1916983,Zong,26,"2022-08-11 14:25:48.226","2022-08-11 14:25:48.233"
1916984,Zong,25,"2022-08-11 14:25:48.256","2022-08-11 14:25:48.262"
1916984,Zong,23,"2022-08-11 14:25:48.256","2022-08-11 14:25:48.262"
1916985,Zong,22,"2022-08-11 14:25:48.315","2022-08-11 14:25:48.320"
1916985,Zong,21,"2022-08-11 14:25:48.315","2022-08-11 14:25:48.320"
1916986,Zong,20,"2022-08-11 14:25:48.345","2022-08-11 14:25:48.350"
1916986,Zong,21,"2022-08-11 14:25:48.345","2022-08-11 14:25:48.350"
1916987,Zong,26,"2022-08-11 14:25:48.379","2022-08-11 14:25:48.383"
1916987,Zong,35,"2022-08-11 14:25:48.379","2022-08-11 14:25:48.383"
1916988,Zong,46,"2022-08-11 14:25:48.437","2022-08-11 14:25:48.442"
1916988,Zong,46,"2022-08-11 14:25:48.437","2022-08-11 14:25:48.442"
1916989,Zong,74,"2022-08-11 14:25:48.472","2022-08-11 14:25:48.475"
1916989,Zong,74,"2022-08-11 14:25:48.472","2022-08-11 14:25:48.475"
1916990,Zong,75,"2022-08-11 14:25:48.495","2022-08-11 14:25:48.498"
1916990,Zong,74,"2022-08-11 14:25:48.495","2022-08-11 14:25:48.498"
1916991,Zong,71,"2022-08-11 14:25:48.555","2022-08-11 14:25:48.586"
1916991,Zong,67,"2022-08-11 14:25:48.555","2022-08-11 14:25:48.586"
1916992,Zong,62,"2022-08-11 14:25:48.588","2022-08-11 14:25:48.592"
1916992,Zong,58,"2022-08-11 14:25:48.588","2022-08-11 14:25:48.592"
1916993,Zong,54,"2022-08-11 14:25:48.615","2022-08-11 14:25:48.618"
1916993,Zong,51,"2022-08-11 14:25:48.615","2022-08-11 14:25:48.618"
1916994,Zong,49,"2022-08-11 14:25:48.679","2022-08-11 14:25:48.684"
1916994,Zong,49,"2022-08-11 14:25:48.679","2022-08-11 14:25:48.684"
1916995,Zong,48,"2022-08-11 14:25:48.705","2022-08-11 14:25:48.708"
1916995,Zong,47,"2022-08-11 14:25:48.705","2022-08-11 14:25:48.708"
1916996,Zong,45,"2022-08-11 14:25:48.734","2022-08-11 14:25:48.739"
1916996,Zong,43,"2022-08-11 14:25:48.734","2022-08-11 14:25:48.739"
1916997,Zong,40,"2022-08-11 14:25:48.795","2022-08-11 14:25:48.798"
1916997,Zong,37,"2022-08-11 14:25:48.795","2022-08-11 14:25:48.798"
1916998,Zong,35,"2022-08-11 14:25:48.825","2022-08-11 14:25:48.831"
1916998,Zong,32,"2022-08-11 14:25:48.825","2022-08-11 14:25:48.831"
1916999,Zong,29,"2022-08-11 14:25:48.855","2022-08-11 14:25:48.889"
1916999,Zong,27,"2022-08-11 14:25:48.855","2022-08-11 14:25:48.889"
1917000,Zong,25,"2022-08-11 14:25:48.916","2022-08-11 14:25:48.920"
1917000,Zong,23,"2022-08-11 14:25:48.916","2022-08-11 14:25:48.920"
1917001,Zong,21,"2022-08-11 14:25:48.949","2022-08-11 14:25:48.955"
1917001,Zong,20,"2022-08-11 14:25:48.949","2022-08-11 14:25:48.955"
1917002,Zong,19,"2022-08-11 14:25:48.974","2022-08-11 14:25:48.977"
1917002,Zong,18,"2022-08-11 14:25:48.974","2022-08-11 14:25:48.977"
1917003,Zong,22,"2022-08-11 14:25:49.034","2022-08-11 14:25:49.038"
1917003,Zong,26,"2022-08-11 14:25:49.034","2022-08-11 14:25:49.038"
1917004,Zong,32,"2022-08-11 14:25:49.065","2022-08-11 14:25:49.067"
1917004,Zong,42,"2022-08-11 14:25:49.065","2022-08-11 14:25:49.067"
1917005,Zong,52,"2022-08-11 14:25:49.095","2022-08-11 14:25:49.098"
1917005,Zong,52,"2022-08-11 14:25:49.095","2022-08-11 14:25:49.098"
1917006,Zong,66,"2022-08-11 14:25:49.156","2022-08-11 14:25:49.186"
1917006,Zong,68,"2022-08-11 14:25:49.156","2022-08-11 14:25:49.186"
1917007,Zong,66,"2022-08-11 14:25:49.193","2022-08-11 14:25:49.200"
1917007,Zong,63,"2022-08-11 14:25:49.193","2022-08-11 14:25:49.200"
1917008,Zong,60,"2022-08-11 14:25:49.216","2022-08-11 14:25:49.220"
1917008,Zong,56,"2022-08-11 14:25:49.216","2022-08-11 14:25:49.220"
1917009,Zong,53,"2022-08-11 14:25:49.276","2022-08-11 14:25:49.280"
1917009,Zong,50,"2022-08-11 14:25:49.276","2022-08-11 14:25:49.280"
1917010,Zong,48,"2022-08-11 14:25:49.308","2022-08-11 14:25:49.311"
1917010,Zong,47,"2022-08-11 14:25:49.308","2022-08-11 14:25:49.311"
1917011,Zong,46,"2022-08-11 14:25:49.334","2022-08-11 14:25:49.339"
1917011,Zong,46,"2022-08-11 14:25:49.334","2022-08-11 14:25:49.339"
1917012,Zong,45,"2022-08-11 14:25:49.397","2022-08-11 14:25:49.400"
1917012,Zong,44,"2022-08-11 14:25:49.397","2022-08-11 14:25:49.400"
1917013,Zong,42,"2022-08-11 14:25:49.425","2022-08-11 14:25:49.428"
1917013,Zong,40,"2022-08-11 14:25:49.425","2022-08-11 14:25:49.428"
1917014,Zong,38,"2022-08-11 14:25:49.456","2022-08-11 14:25:49.485"
1917014,Zong,36,"2022-08-11 14:25:49.456","2022-08-11 14:25:49.485"
1917015,Zong,34,"2022-08-11 14:25:49.516","2022-08-11 14:25:49.520"
1917015,Zong,32,"2022-08-11 14:25:49.516","2022-08-11 14:25:49.520"
1917016,Zong,31,"2022-08-11 14:25:49.545","2022-08-11 14:25:49.549"
1917016,Zong,30,"2022-08-11 14:25:49.545","2022-08-11 14:25:49.549"
1917017,Zong,29,"2022-08-11 14:25:49.575","2022-08-11 14:25:49.580"
1917017,Zong,28,"2022-08-11 14:25:49.575","2022-08-11 14:25:49.580"
1917018,Zong,28,"2022-08-11 14:25:49.634","2022-08-11 14:25:49.639"
1917018,Zong,27,"2022-08-11 14:25:49.634","2022-08-11 14:25:49.639"
1917019,Zong,26,"2022-08-11 14:25:49.665","2022-08-11 14:25:49.668"
1917019,Zong,26,"2022-08-11 14:25:49.665","2022-08-11 14:25:49.668"
1917020,Zong,26,"2022-08-11 14:25:49.697","2022-08-11 14:25:49.703"
1917020,Zong,30,"2022-08-11 14:25:49.697","2022-08-11 14:25:49.703"
1917021,Zong,38,"2022-08-11 14:25:49.755","2022-08-11 14:25:49.759"
1917021,Zong,47,"2022-08-11 14:25:49.755","2022-08-11 14:25:49.759"
1917022,Zong,68,"2022-08-11 14:25:49.787","2022-08-11 14:25:49.793"
1917022,Zong,68,"2022-08-11 14:25:49.787","2022-08-11 14:25:49.793"
1917023,Zong,74,"2022-08-11 14:25:49.818","2022-08-11 14:25:49.821"
1917023,Zong,76,"2022-08-11 14:25:49.818","2022-08-11 14:25:49.821"
1917024,Zong,74,"2022-08-11 14:25:49.876","2022-08-11 14:25:49.883"
1917024,Zong,70,"2022-08-11 14:25:49.876","2022-08-11 14:25:49.883"
1917025,Zong,65,"2022-08-11 14:25:49.913","2022-08-11 14:25:49.917"
1917025,Zong,60,"2022-08-11 14:25:49.913","2022-08-11 14:25:49.917"
1917026,Zong,56,"2022-08-11 14:25:49.934","2022-08-11 14:25:49.937"
1917026,Zong,53,"2022-08-11 14:25:49.934","2022-08-11 14:25:49.937"
1917027,Zong,51,"2022-08-11 14:25:49.995","2022-08-11 14:25:49.999"
1917027,Zong,50,"2022-08-11 14:25:49.995","2022-08-11 14:25:49.999"
1917028,Zong,50,"2022-08-11 14:25:50.025","2022-08-11 14:25:50.028"
1917028,Zong,50,"2022-08-11 14:25:50.025","2022-08-11 14:25:50.028"
1917029,Zong,49,"2022-08-11 14:25:50.055","2022-08-11 14:25:50.084"
1917029,Zong,48,"2022-08-11 14:25:50.055","2022-08-11 14:25:50.084"
1917030,Zong,46,"2022-08-11 14:25:50.121","2022-08-11 14:25:50.125"
1917030,Zong,44,"2022-08-11 14:25:50.121","2022-08-11 14:25:50.125"
1917031,Zong,42,"2022-08-11 14:25:50.145","2022-08-11 14:25:50.148"
1917031,Zong,40,"2022-08-11 14:25:50.145","2022-08-11 14:25:50.148"
1917032,Zong,38,"2022-08-11 14:25:50.175","2022-08-11 14:25:50.179"
1917032,Zong,36,"2022-08-11 14:25:50.175","2022-08-11 14:25:50.179"
1917033,Zong,35,"2022-08-11 14:25:50.234","2022-08-11 14:25:50.241"
1917033,Zong,34,"2022-08-11 14:25:50.234","2022-08-11 14:25:50.241"
1917034,Zong,34,"2022-08-11 14:25:50.265","2022-08-11 14:25:50.268"
1917034,Zong,33,"2022-08-11 14:25:50.265","2022-08-11 14:25:50.268"
1917035,Zong,33,"2022-08-11 14:25:50.296","2022-08-11 14:25:50.299"
1917035,Zong,32,"2022-08-11 14:25:50.296","2022-08-11 14:25:50.299"
1917036,Zong,32,"2022-08-11 14:25:50.355","2022-08-11 14:25:50.385"
1917036,Zong,31,"2022-08-11 14:25:50.355","2022-08-11 14:25:50.385"
1917037,Zong,30,"2022-08-11 14:25:50.386","2022-08-11 14:25:50.392"
1917037,Zong,29,"2022-08-11 14:25:50.386","2022-08-11 14:25:50.392"
1917038,Zong,31,"2022-08-11 14:25:50.424","2022-08-11 14:25:50.427"
1917038,Zong,35,"2022-08-11 14:25:50.424","2022-08-11 14:25:50.427"
1917039,Zong,43,"2022-08-11 14:25:50.475","2022-08-11 14:25:50.499"
1917039,Zong,51,"2022-08-11 14:25:50.475","2022-08-11 14:25:50.499"
1917040,Zong,58,"2022-08-11 14:25:50.505","2022-08-11 14:25:50.509"
1917040,Zong,58,"2022-08-11 14:25:50.505","2022-08-11 14:25:50.509"
1917041,Zong,64,"2022-08-11 14:25:50.535","2022-08-11 14:25:50.539"
1917041,Zong,62,"2022-08-11 14:25:50.535","2022-08-11 14:25:50.539"
1917042,Zong,59,"2022-08-11 14:25:50.595","2022-08-11 14:25:50.600"
1917042,Zong,56,"2022-08-11 14:25:50.595","2022-08-11 14:25:50.600"
1917043,Zong,53,"2022-08-11 14:25:50.634","2022-08-11 14:25:50.637"
1917043,Zong,50,"2022-08-11 14:25:50.634","2022-08-11 14:25:50.637"
1917044,Zong,47,"2022-08-11 14:25:50.654","2022-08-11 14:25:50.685"
1917044,Zong,45,"2022-08-11 14:25:50.654","2022-08-11 14:25:50.685"
1917045,Zong,44,"2022-08-11 14:25:50.716","2022-08-11 14:25:50.720"
1917045,Zong,44,"2022-08-11 14:25:50.716","2022-08-11 14:25:50.720"
1917046,Zong,44,"2022-08-11 14:25:50.745","2022-08-11 14:25:50.748"
1917046,Zong,44,"2022-08-11 14:25:50.745","2022-08-11 14:25:50.748"
1917047,Zong,44,"2022-08-11 14:25:50.775","2022-08-11 14:25:50.779"
1917047,Zong,43,"2022-08-11 14:25:50.775","2022-08-11 14:25:50.779"
1917048,Zong,42,"2022-08-11 14:25:50.844","2022-08-11 14:25:50.847"
1917048,Zong,40,"2022-08-11 14:25:50.844","2022-08-11 14:25:50.847"
1917049,Zong,38,"2022-08-11 14:25:50.865","2022-08-11 14:25:50.869"
1917049,Zong,37,"2022-08-11 14:25:50.865","2022-08-11 14:25:50.869"
1917050,Zong,36,"2022-08-11 14:25:50.896","2022-08-11 14:25:50.899"
1917050,Zong,35,"2022-08-11 14:25:50.896","2022-08-11 14:25:50.899"
1917051,Zong,34,"2022-08-11 14:25:50.958","2022-08-11 14:25:50.985"
1917051,Zong,33,"2022-08-11 14:25:50.958","2022-08-11 14:25:50.985"
1917052,Zong,33,"2022-08-11 14:25:50.987","2022-08-11 14:25:50.990"
1917052,Zong,32,"2022-08-11 14:25:50.987","2022-08-11 14:25:50.990"
1917053,Zong,31,"2022-08-11 14:25:51.016","2022-08-11 14:25:51.020"
1917053,Zong,30,"2022-08-11 14:25:51.016","2022-08-11 14:25:51.020"
1917054,Zong,29,"2022-08-11 14:25:51.075","2022-08-11 14:25:51.080"
1917054,Zong,28,"2022-08-11 14:25:51.075","2022-08-11 14:25:51.080"
1917055,Zong,27,"2022-08-11 14:25:51.105","2022-08-11 14:25:51.108"
1917055,Zong,28,"2022-08-11 14:25:51.105","2022-08-11 14:25:51.108"
1917056,Zong,32,"2022-08-11 14:25:51.135","2022-08-11 14:25:51.140"
1917056,Zong,39,"2022-08-11 14:25:51.135","2022-08-11 14:25:51.140"
1917057,Zong,47,"2022-08-11 14:25:51.195","2022-08-11 14:25:51.198"
1917057,Zong,47,"2022-08-11 14:25:51.195","2022-08-11 14:25:51.198"
1917058,Zong,62,"2022-08-11 14:25:51.225","2022-08-11 14:25:51.229"
1917058,Zong,65,"2022-08-11 14:25:51.225","2022-08-11 14:25:51.229"
1917059,Zong,66,"2022-08-11 14:25:51.257","2022-08-11 14:25:51.289"
1917059,Zong,65,"2022-08-11 14:25:51.257","2022-08-11 14:25:51.289"
1917060,Zong,63,"2022-08-11 14:25:51.315","2022-08-11 14:25:51.319"
1917060,Zong,61,"2022-08-11 14:25:51.315","2022-08-11 14:25:51.319"
1917061,Zong,58,"2022-08-11 14:25:51.345","2022-08-11 14:25:51.352"
1917061,Zong,56,"2022-08-11 14:25:51.345","2022-08-11 14:25:51.352"
1917062,Zong,54,"2022-08-11 14:25:51.376","2022-08-11 14:25:51.382"
1917062,Zong,53,"2022-08-11 14:25:51.376","2022-08-11 14:25:51.382"
